"action_allow","Zezwól"
"event_runaway_progeny_of_the_plague","Niektórzy twierdzą, że opowieści o tym, jakoby Potomkowie zjadali ludzi, są wyssane z palca. Ale kiedy pojawia się <name>, [który/która] rzekomo [uciekł/uciekła] tym nikczemnikom spod rzeźnickiego noża, czynią znak krzyża. Jeżeli kanibale przychodzą do was w poszukiwaniu posiłku... czy pozwolisz, aby [ten mężczyzna tu został/ta kobieta tu została]?"
"event_runaway_ravagers","Jeszcze nigdy nie widzieliście, aby ktokolwiek biegł tak szybko jak <name>. „Oni chcą mnie zjeść!” – krzyczy. Przerażeni mieszkańcy osady <village_name> zaganiają dzieci do domów, a bydło do zagród. „To Pustoszyciele” – niosą się szepty. Czy <name> może liczyć na waszą pomoc? [Jego/Jej] prześladowcy mogą być głodni zemsty."
"event_runaway_forest_bandits","Z początku <name> wydaje się [obłąkany/obłąkana], ale to tylko przerażenie. Jest strzępem człowieka, noszącym rany od sznura i wyraźne ślady pobicia przez okrutnego pana. <name> błaga: „Ukryjcie mnie! Jeżeli mnie schwytają, zginę!”"
"event_runaway_mountain_bandits","Z początku <name> wydaje się [obłąkany/obłąkana], ale to tylko przerażenie. Jest strzępem człowieka, noszącym rany od sznura i wyraźne ślady pobicia przez okrutnego pana. <name> błaga: „Ukryjcie mnie! Jeżeli mnie schwytają, zginę!”"
"event_runaway_river_bandits","Z początku <name> wydaje się [obłąkany/obłąkana], ale to tylko przerażenie. Jest strzępem człowieka, noszącym rany od sznura i wyraźne ślady pobicia przez okrutnego pana. <name> błaga: „Ukryjcie mnie! Jeżeli mnie schwytają, zginę!”"
"event_runaway_looters","Z początku <name> wydaje się [obłąkany/obłąkana], ale to tylko przerażenie. Jest strzępem człowieka, noszącym rany od sznura i wyraźne ślady pobicia przez okrutnego pana. <name> błaga: „Ukryjcie mnie! Jeżeli mnie schwytają, zginę!”"
"event_runaway_scourge","<name> nosi ślady poważnych poparzeń. „Wszystko spalone i zniszczone!” Jest w stanie wykrztusić tylko tyle, że to musieli być ONI, choć [on sam nie widział/ona sama nie widziała] choćby żywej duszy. Wszystko wskazuje na to, że Bicz Boży ruszył na łowy. Czy <name> może zostać w waszej osadzie?"
"event_claim_runaway_general","Smagli intruzi żądają natychmiastowego wydania [jednego/jednej] z waszych [osadników, znanego/osadniczek, znanego] jako <name>. [Mężczyzna/Kobieta] musi zapłacić za swoje zbrodnie albo karę poniesie cała osada. Decyzja należy do ciebie."
"event_claim_runaway_church_of_third_coming","Fanatycy żądają natychmiastowego wydania [osadnika, znanego jako/osadniczki, znanej jako] <name>, [który/która] ma spłonąć na stosie albo zostać żywcem [obdarty/obdarta] ze skóry za swoje liczne grzechy. Wypełniają wolę Boga i mogą zabijać."
"event_claim_runaway_ancrene_disciples","Adepci z uporem przekonują, że <name> jest [chytrym sługą/chytrą służebnicą] Szatana. Jeżeli [go/jej] nie wydacie, grożą spaleniem osady <village_name> do gołej ziemi, by oczyścić to miejsce ze zła."
"event_claim_runaway_faithful_sons_of_england","Chorąży odczytuje odezwę: „<name> jest [winny/winna] zdrady wobec korony! Tym samym żądamy [jego/jej] wydania, aby [został osądzony i ukarany/została osądzona i ukarana] zgodnie z wolą króla Edmunda”. Jego stojący w doskonałym szyku, zakuci w lśniące zbroje towarzysze prezentują się iście imponująco. Wierni Synowie nie mają zamiaru odejść z pustymi rękami."
"event_claim_runaway_band_of_the she_wolf","Do osady przybywa grupa baronów wraz ze sługami ciągnącymi metalową klatkę na kołach. „<name> ma wrócić z nami” – rozkazuje najwyższy spośród notabli. „Jest [ulubieńcem/ulubienicą] królowej Izabeli. Wydajcie natychmiast osobę znaną jako <name>, nie stanie się jej żadna krzywda”. Dostrzegasz, że jeden z pachołków kręci przecząco głową.<br/>"
"event_claim_runaway_philosophers_of_the_natural_order","Niektórzy są brodaci, a inni noszą okulary, ale wszyscy co do jednego mają gniewne miny. Gdy do osady zbliżają się Filozofowie Ładu Naturalnego, roztaczają woń pergaminów i wosku do pieczęci. „<name> musi pójść z nami” – ogłasza najstarszy spośród nich, wymachując długim, poplamionym inkaustem palcem. „Mamy do wyrównania rachunki”."
"event_claim_runaway_society_of_fellows","Zgromadzeni Bracia przypominają złodziei na święcie piwa. Wydają się mocno podchmieleni i plotą coś trzy po trzy, aby ukryć swoje prawdziwe zamiary. Okazuje się, że faktycznie ich pochlebstwa mają na celu zamaskować chęć porwania osoby znanej jako <name>. Czy pozwolisz, aby uszło im to na sucho?"
"event_claim_runaway_kingdom_of_york","Rządczyni Purveya staje na szeroko rozstawionych nogach z rękami skrzyżowanymi na piersi. Z tą krzepką kobietą północy nie warto zadzierać. „Jeśli nie chcecie kłopotów, <name> pójdzie z nami”. Za jej plecami niecierpliwią się pachołkowie, gotowi w każdej chwili rzucić się do walki, a po niej pić na umór przez całą noc. Czy <name> jest [wart/warta] tego, aby o [niego/nią] walczyć?"
"event_claim_runaway_heresy_of_the_rose","W pobliżu wrót osady <village_name> samotny Heretyk rysuje na ziemi szereg symboli. Po kilku godzinach wytężonej pracy widać malujące się na jego twarzy zmęczenie. Na koniec zabija gęś i rozlewa jej krew. „<name>, <name>…” – zawodzi ponuro. „<name> musi pójść ze mną”. Mieszkańcy osady <village_name> są skamieniali ze strachu. Jakie upiorne okropieństwa czekają ich w wypadku odmowy?"
"event_claim_runaway_circle_of_avalon","„Przybywam po osobę znaną jako <name>” – odzywa się kobieta-rycerz, kłaniając się tak głęboko, na ile pozwala jej ciężka zbroja. „Jestem w drodze przez rok i jeden dzień, chcę odebrać należną nagrodę”. Towarzysząca jej grupa rycerzy w wypolerowanych zbrojach dosiada rączych wierzchowców ustrojonych wstążkami. Czy <name> ?"
"event_claim_runaway_beirdd_cymraeg","Bard opowiada przejmująco piękną sagę o złamanych obietnicach, zbiegach i przysiędze. Z rozwianymi włosami i zamkniętymi oczami delikatnie trąca struny harfy, z której płynie kojąca melodia. Pozwolisz, aby <name> [odszedł/odeszła] razem z nim? Niezależnie od zauroczenia słowami barda, musisz podjąć decyzję."
"event_claim_runaway_progeny_of_the_plague","Uzbrojeni, zwaliści i bezwzględni najeźdźcy krążą wokół osady i dają wam straszliwe ultimatum. Jeżeli nie wydacie [osadnika znanego/osadniczki znanej] jako <name>, szybko i krwawo się z wami rozprawią. Wiedzą dokładnie, po co przybyli."
"event_claim_runaway_ravagers","Przed osadą pojawiają się ubrani w zakrwawione fartuchy ludzie z nożami rzeźnickimi w dłoniach. „Fe, fi, fo, fum, czuję krew Anglików” – krzyczy największy z nich, śmiejąc się na całe gardło. Niektórzy rozpalają ogniska, przygotowując rożen i sporej wielkości garnki. „<name> ma do nas przyjść, szykujemy się do kolacji”."
"event_claim_runaway_forest_bandits","Okrutnik odzywa się łagodnym tonem, w którym jednak czai się groźba. „<name> należy do mnie! Wydajcie [mojego niewolnika/moją niewolnicę] albo wszyscy będziecie cierpieć”. Mężczyzna mówi to śmiertelnie poważnym tonem."
"event_claim_runaway_mountain_bandits","Okrutnik odzywa się łagodnym tonem, w którym jednak czai się groźba. „<name> należy do mnie! Wydajcie [mojego niewolnika/moją niewolnicę] albo wszyscy będziecie cierpieć”. Mężczyzna mówi to śmiertelnie poważnym tonem."
"event_claim_runaway_river_bandits","Okrutnik odzywa się łagodnym tonem, w którym jednak czai się groźba. „<name> należy do mnie! Wydajcie [mojego niewolnika/moją niewolnicę] albo wszyscy będziecie cierpieć”. Mężczyzna mówi to śmiertelnie poważnym tonem."
"event_claim_runaway_looters","Okrutnik odzywa się łagodnym tonem, w którym jednak czai się groźba. „<name> należy do mnie! Wydajcie [mojego niewolnika/moją niewolnicę] albo wszyscy będziecie cierpieć”. Mężczyzna mówi to śmiertelnie poważnym tonem."
"event_claim_runaway_scourge","Bicz Boży nie negocjuje kwestii wydania zbiegów."
"event_runaway_trade_successful_general","Konieczne są negocjacje, ale grupa pościgowa zgadza się na propozycję osady <village_name>, rezygnując z pojmania zbiega (<name>)."
"event_runaway_trade_successful_church_of_third_coming","Fanatycy przyjmują warunki osady <village_name>. „Jesteśmy łaskawi” – [mówi ich przywódca/mówi ich przywódczyni]. „Następnym razem możecie nie mieć tyle szczęścia”."
"event_runaway_trade_successful_ancrene_disciples","W końcu Adepci rezygnują. „Będziemy modlić się za wasze nieśmiertelne dusze” – mruczy jeden z nich. „<name> to [grzesznik/grzesznica]”."
"event_runaway_trade_successful_faithful_sons_of_england","[Wysłannik/Wysłanniczka] dziwi się, że osada <village_name> nie chce podporządkować się dekretowi samozwańczego króla Edmunda. Po ożywionej dyskusji przyjmuje łapówkę i odjeżdża."
"event_runaway_trade_successful_band_of_the she_wolf","Rycerz kłania się niemal z kurtuazją. „Nie jesteście takimi głupcami, na jakich wyglądacie. Miejmy nadzieję, że Jej Wysokość wyrazi na to zgodę. Au revoir”."
"event_runaway_trade_successful_philosophers_of_the_natural_order","„Dokonaliście właściwego wyboru” – szydzi [starszy filozof/starsza filozofka], wyciągając rękę po zapłatę. „Niech wam będzie! <name> może z wami zostać. Jesteście siebie warci!”"
"event_runaway_trade_successful_society_of_fellows","Chytry plan uczonych, wskutek którego <name> ma trafić w ich ręce, upada pod ciężarem rozmaitych punktów widzenia oraz kłótni o wszelkie najdrobniejsze szczegóły dalszego postępowania. Ostatecznie przybysze zgadzają się na przyjęcie zapłaty i udają się gdzie indziej."
"event_runaway_trade_successful_kingdom_of_york","Rządczyni spluwa na ziemię, co zapewne ma stanowić przypieczętowanie umowy. „Jak sobie chcecie, <name> nosi w sobie zło”."
"event_runaway_trade_successful_heresy_of_the_rose","Heretyk okrąża osadę trzy razy i postanawia przyjąć propozycję osady <village_name>. „Krew za krew” – mruczy, ciągnąc za sobą w krzaki martwą kurę, po czym odchodzi w siną dal."
"event_runaway_trade_successful_circle_of_avalon","Rycerka przyjmuje propozycję z godnością i honorem. „Wygląda na to, że zanim okażę się godna tej nagrody, muszę jeszcze wiele się nauczyć” – mówi, po czym odjeżdża wraz ze swoim oddziałem, a <name> zachowuje głowę na karku."
"event_runaway_trade_successful_beirdd_cymraeg","Wiatr niesie nad wzgórzami dźwięki pieśni oddalającego się barda:<br/><br/><br/><i>„Balladę im zaśpiewałem, lecz nie słuchali;<br/><br/>O miłości pięknej, w cieniu wierzby w oddali.<br/><br/>Prosiłem, nakłaniałem, lecz <name> ze mną nie powróci;<br/><br/>Choć serce boli, ból ten sakiewka złota skutecznie ukróci.</i>"
"event_runaway_trade_successful_progeny_of_the_plague","Pomimo tego, że banda ma ochotę walczyć, dowódcy zachowują chłodną głowę. „Ruszajmy w drogę” – rzuca jeden z nich. „Za ten okup będziemy mogli kupić mnóstwa piwa”."
"event_runaway_trade_successful_ravagers","Przywódca wydaje się rozczarowany. „No cóż, będę musiał zmienić menu na ten tydzień. Wielka szkoda, ale na pewno uda się nam zaprosić na kolację kogoś innego, <name> nie jest jedyną osobą na tym świecie”."
"event_runaway_trade_successful_forest_bandits","Konieczne są negocjacje, ale grupa pościgowa zgadza się na propozycję osady <village_name>, rezygnując z pojmania zbiega (<name>)."
"event_runaway_trade_successful_mountain_bandits","Konieczne są negocjacje, ale grupa pościgowa zgadza się na propozycję osady <village_name>, rezygnując z pojmania zbiega (<name>)."
"event_runaway_trade_successful_river_bandits","Konieczne są negocjacje, ale grupa pościgowa zgadza się na propozycję osady <village_name>, rezygnując z pojmania zbiega (<name>)."
"event_runaway_trade_successful_looters","Konieczne są negocjacje, ale grupa pościgowa zgadza się na propozycję osady <village_name>, rezygnując z pojmania zbiega (<name>)."
"event_raid_villager_general_accept","Powłócząc nogami, <name> ze spuszczoną głową powoli rusza ku swoim prześladowcom. To było nieuniknione, a przynajmniej chcesz w to wierzyć."
"event_runaway_03","<name> ma posiniaczone ręce. Cofa się przed dotykiem, ale chętnie sięga po jedzenie i wodę. <name> spodziewa się odrzucenia, bo gdzieś za bramą czai się ktoś, kto chce [go/ją] ukarać. Czy udzielisz [mu/jej] schronienia?"
"event_runaway_03_b","Namawia, błaga, a w końcu grozi rozlewem krwi, jeżeli nie przekażecie zbiegłej małżonki. Zbir oczekuje, że wydacie kobietę… aby mógł znów ją katować. <name> jest przerażona."
"event_runaway_03_b_accept","Powłócząc nogami, <name> ze spuszczoną głową powoli rusza ku swoim prześladowcom. Odwracasz wzrok, przekonując się usilnie, że rozwaga też jest formą odwagi."
"event_runaway_05_b_accept","Powłócząc nogami, <name> powoli rusza z wytrzeszczonymi oczami ku swoim prześladowcom. Będzie mieć szczęście, jeżeli dożyje kolejnego dnia."
"event_runaway_villager_cant_leave_01","Wrogowie nie byli zadowoleni. Odeszli wściekli, oskarżając was o oszustwo."
"event_runaway_villager_cant_leave_02","Wrogowie nie byli zadowoleni. Oskarżyli was o oszustwo i przygotowują się do ataku!"
"event_supernatural_01","Osadnicy cenią sobie tradycję, więc kiedy w osadzie <village_name> pojawia się radośnie pląsająca postać z wielką, drewnianą głową z byczymi rogami, wesołości nie ma końca. Tymczasem następnego ranka okazuje się, że brakuje zapasów (<resource>). Nie przyznaje się żaden z osadników. Czy to Stary Nick?"
"event_supernatural_02","Słysząc wycie i ujadanie, osadnicy kulą się ze strachu. Walijczycy mówią, że to Gwyn app Nudd i ogary z Annwn, ale większość mieszkańców osady <village_name> uważa, że to Wodan albo Hern. Zagrożenie jest rzeczywiste, bo kiedy pojawia się Gon, giną ludzie i zwierzęta."
"event_supernatural_03","Uczeni z Oxfordu ostrzegali przed chorobą wywołującą swędzenie skóry, wymioty oraz czernienie kończyn, która atakuje po wilgotnych dniach w porze zbiorów. Oczywiście wierni obwiniają Belzebuba. Niezależnie, jaka jest prawda, mieszkańcy osady <village_name> gorączkują i są bezproduktywni."
"event_thunderstorm_01","Ciemne niebo przecina nieoczekiwanie błyskawica. Gwałtowne wyładowanie jest niczym zły omen będący echem złej woli pogańskiego boga. Potężny piorun uderza w ziemię, rozszczepiając na dwoje potężny dąb."
"game_event_agree","Zgoda"
"game_event_reject","Odmowa"
"game_event_type_new_worker","Nowy osadnik"
"game_event_type_raid","Najazd"
"game_event_type_enviroment","Pogoda"
"game_event_type_player_triggered","<village_name> – wydarzenie"
"game_event_type_influence","Wpływy w regionie"
"game_event_name_influence_20","Wpływy rosną"
"game_event_description_influence_20","Z każdym kolejnym dniem kwitnąca osada <village_name> zyskuje coraz większe wpływy w regionie. Ten fakt z pewnością przyciągnie kolejnych osadników, jak również niepotrzebną uwagę ze strony pozostałych osad."
